id,customerid,neighborhood,city,state,zipcode,status
80804252-61D2-4Ad9-9C31-F67494F823Dd,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
D1F70168-6Dd2-4472-B156-2Ab2442B4E47,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
Ec933D8B-1346-4725-9Fb2-Bc2B5Be369E8,41D46360-2761-4B0F-Af30-4E0Ea53Afcc8,Pricumã,Boa Vista,Rr,00000000,1
8Ad94Ccf-F8C5-4649-A448-392Af528Edec,41D553A2-Dc12-4Ccd-Aec9-96Ad55989244,Vila Ede,São Paulo,Sp,02202010,1
Da1B061D-B6Dd-4B1E-A373-Ab2003E66D77,41D5D216-95Cb-46C4-8B3F-390C9E3Fb189,Caranã,Boa Vista,Rr,69313624,1
2B3210B0-F870-42Cc-Ba7A-F0Bceafffc85,41D5F369-35E5-4Cd6-80A9-4E6E2Add3F4B,Jardim Olavo Bilac,Duque De Caxias,Rj,25036500,1
1546Da55-43E6-4287-Bb7D-96D9F41Ce7Bc,41D80Ffe-C8D5-4626-B16A-Ca10Ca495502,Jardim America,Ribeirão Preto,Sp,14020373,1
1B1903E5-8E18-4C2B-9D27-Bbf14322B1Ab,41D80Ffe-C8D5-4626-B16A-Ca10Ca495502,Jardim America,Ribeirão Preto,Sp,14020373,1
22514B55-1A70-415E-946D-817F477F632C,41D80Ffe-C8D5-4626-B16A-Ca10Ca495502,Jardim America,Ribeirão Preto,Sp,14020373,1
2A29Dcb2-1917-4Ff0-8887-5439C8494574,41D80Ffe-C8D5-4626-B16A-Ca10Ca495502,Jardim America,Ribeirão Preto,Sp,14020373,1
2D5E80D9-31Ed-4D51-A0Ea-41Ec197C2603,41D80Ffe-C8D5-4626-B16A-Ca10Ca495502,Jardim America,Ribeirão Preto,Sp,14020373,1
